time	query
0.1016761893328894	/dummy.php/?n=5478122
0.1062548301137835	/dummy.php/?n=4812723
0.11386203041629452	/dummy.php/?n=2064856
0.12003063070098191	/dummy.php/?n=14458077
0.12262934882281448	/dummy.php/?n=4296219
0.1288975008870729	/dummy.php/?n=14172432
0.14074112986578874	/dummy.php/?n=957662
0.14560340118436998	/dummy.php/?n=6263900
0.15333510769003414	/dummy.php/?n=2739851
0.1550760581784475	/dummy.php/?n=914925
0.1576229513164487	/dummy.php/?n=2673169
0.16579351107553766	/dummy.php/?n=5896488
0.16992308496381614	/dummy.php/?n=3524450
0.1753358646379567	/dummy.php/?n=2746313
0.18955085664605556	/dummy.php/?n=1026739
0.19599204210865623	/dummy.php/?n=737052
0.20256650903827578	/dummy.php/?n=4273585
0.21312206227463631	/dummy.php/?n=785359
0.2188328643332152	/dummy.php/?n=5713701
0.22545424175438525	/dummy.php/?n=829446
0.2295413088073577	/dummy.php/?n=2460260
0.23710365440366374	/dummy.php/?n=4518
0.24466022516444236	/dummy.php/?n=6798811
0.2547210917376333	/dummy.php/?n=12022868
0.2579232970794833	/dummy.php/?n=73834
0.2615073779253146	/dummy.php/?n=3041918
0.2651755450001598	/dummy.php/?n=2925129
0.2719611499474213	/dummy.php/?n=5601352
0.2866550711613446	/dummy.php/?n=3430960
0.29324288059303816	/dummy.php/?n=4596357
0.3015577990355811	/dummy.php/?n=13122533
0.3081133752206269	/dummy.php/?n=902324
0.31668000141098196	/dummy.php/?n=271281
0.32401088501453806	/dummy.php/?n=5005823
0.32797970802714865	/dummy.php/?n=8510342
0.3344920635895412	/dummy.php/?n=1054426
0.34033558257279967	/dummy.php/?n=91423
0.3469951560761588	/dummy.php/?n=6662091
0.3494463320567308	/dummy.php/?n=1043341
0.354151867090291	/dummy.php/?n=537024
0.3587010043524117	/dummy.php/?n=1129612
0.3717375702683901	/dummy.php/?n=987487
0.37442711172619003	/dummy.php/?n=2341472
0.3805702609845441	/dummy.php/?n=2247344
0.38573415914465636	/dummy.php/?n=1449308
0.38756178033165783	/dummy.php/?n=1945173
0.39624692695341657	/dummy.php/?n=8191664
0.4037935657599472	/dummy.php/?n=7016108
0.41118275202341686	/dummy.php/?n=479411
0.4245700761524023	/dummy.php/?n=2240833
0.4291218158204427	/dummy.php/?n=3056348
0.43631244236400635	/dummy.php/?n=547677
0.44536821687798556	/dummy.php/?n=1667201
0.4513331944755747	/dummy.php/?n=12747097
0.45575017361222037	/dummy.php/?n=2730945
0.45960849256447056	/dummy.php/?n=3518995
0.4690084976717507	/dummy.php/?n=3838609
0.4737559725239862	/dummy.php/?n=5379859
0.47626391590841016	/dummy.php/?n=3989674
0.478904048700652	/dummy.php/?n=4582813
0.48578538695089263	/dummy.php/?n=3263145
0.4960179239668342	/dummy.php/?n=9968318
0.49664161162862397	/dummy.php/?n=535732
0.5055256915017782	/dummy.php/?n=152449
0.517213326767249	/dummy.php/?n=2286914
0.5218502226861557	/dummy.php/?n=466241
0.5315295547408424	/dummy.php/?n=613667
0.5395543333320206	/dummy.php/?n=464227
0.5423083956115622	/dummy.php/?n=862864
0.5478258843405555	/dummy.php/?n=2817553
0.5538969602533288	/dummy.php/?n=9520912
0.5593010085834486	/dummy.php/?n=14876821
0.5711921554337307	/dummy.php/?n=967527
0.5751411441415651	/dummy.php/?n=3283573
0.5792393231312761	/dummy.php/?n=322065
0.588066195058034	/dummy.php/?n=3399537
0.5963516330569186	/dummy.php/?n=506791
0.6033709749719518	/dummy.php/?n=209238
0.6116819575974888	/dummy.php/?n=85593
0.6120323850348175	/dummy.php/?n=16402716
0.6239883834559617	/dummy.php/?n=12369232
0.636304027350702	/dummy.php/?n=392633
0.6469107101088412	/dummy.php/?n=4059597
0.652924217311149	/dummy.php/?n=693852
0.6602457327640919	/dummy.php/?n=528905
0.6651226652748351	/dummy.php/?n=2397442
0.6737379267503917	/dummy.php/?n=97218
0.6768559202287293	/dummy.php/?n=8053866
0.6937866329181727	/dummy.php/?n=220249
0.7010903459318005	/dummy.php/?n=12559343
0.7144647739441317	/dummy.php/?n=7721645
0.7219462067733604	/dummy.php/?n=10511808
0.7303132423298451	/dummy.php/?n=1504786
0.7379072130506998	/dummy.php/?n=2566536
0.7403016356909138	/dummy.php/?n=214555
0.7498602205760538	/dummy.php/?n=2822253
0.7624442081397239	/dummy.php/?n=297564
0.7653838157707945	/dummy.php/?n=3469304
0.7736612062667241	/dummy.php/?n=4315382
0.7745591452537035	/dummy.php/?n=5775595
0.7798798120574353	/dummy.php/?n=6348421
0.7896529582957026	/dummy.php/?n=305555
0.790278932110715	/dummy.php/?n=1600530
0.795795490914716	/dummy.php/?n=1294623
0.7987701768360799	/dummy.php/?n=2370489
0.8030829535239721	/dummy.php/?n=3499964
0.8062070533744712	/dummy.php/?n=10620514
0.8080931394766516	/dummy.php/?n=1355564
0.8152647776076011	/dummy.php/?n=1932318
0.8208515870779025	/dummy.php/?n=2963111
0.8275096368198299	/dummy.php/?n=1878765
0.829909645094372	/dummy.php/?n=154572
0.8381457309154442	/dummy.php/?n=4392862
0.8462711260384499	/dummy.php/?n=1014628
0.8519778650821275	/dummy.php/?n=2250162
0.8547042923611157	/dummy.php/?n=1104219
0.8577255756116016	/dummy.php/?n=7172396
0.8635994990926354	/dummy.php/?n=3656796
0.8710035161981132	/dummy.php/?n=843415
0.8775275173722705	/dummy.php/?n=4427842
0.8935864247022502	/dummy.php/?n=3188829
0.9021446091394635	/dummy.php/?n=1878241
0.9092796242070209	/dummy.php/?n=1684895
0.9197932984668459	/dummy.php/?n=571997
0.9349579809894057	/dummy.php/?n=172211
0.9419712288104375	/dummy.php/?n=8994689
0.9484164817030095	/dummy.php/?n=2884621
0.949822356647818	/dummy.php/?n=1937679
0.9504334191231798	/dummy.php/?n=6446745
0.9615835452410979	/dummy.php/?n=9287022
0.9724583707127427	/dummy.php/?n=4812781
0.9766001578665897	/dummy.php/?n=6886910
0.9835910362004728	/dummy.php/?n=934332
0.9848519056365077	/dummy.php/?n=626501
0.9952617323581111	/dummy.php/?n=2169560
1.0022153388718946	/dummy.php/?n=6454491
1.0183837488914143	/dummy.php/?n=93525
1.0245973418758634	/dummy.php/?n=599290
1.0386846302941848	/dummy.php/?n=9734710
1.048127350603976	/dummy.php/?n=14277528
