time	query
0.11515061509231506	/dummy.php/?n=5478122
0.13393243422092568	/dummy.php/?n=4812723
0.18025674243994122	/dummy.php/?n=2064856
0.1994272068165926	/dummy.php/?n=14458077
0.21968012686020605	/dummy.php/?n=4296219
0.25024778355062616	/dummy.php/?n=14172432
0.2786928609787984	/dummy.php/?n=957662
0.31063996721818876	/dummy.php/?n=6263900
0.32838359479229623	/dummy.php/?n=2739851
0.38363594377591714	/dummy.php/?n=914925
0.41008700368286366	/dummy.php/?n=2673169
0.4412343785451003	/dummy.php/?n=5896488
0.46235099022121307	/dummy.php/?n=3524450
0.4809646352137143	/dummy.php/?n=2746313
0.4964994902099143	/dummy.php/?n=1026739
0.5276826649373307	/dummy.php/?n=737052
0.5542314367530503	/dummy.php/?n=4273585
0.6027468682384398	/dummy.php/?n=785359
0.6213362712155479	/dummy.php/?n=5713701
0.6346150912870594	/dummy.php/?n=6570419
0.6626250078247282	/dummy.php/?n=303949
0.6932906492395466	/dummy.php/?n=2409297
0.7140523962404515	/dummy.php/?n=2534096
0.7332671055696762	/dummy.php/?n=8280739
0.7641861932644651	/dummy.php/?n=938518
0.7780892328201631	/dummy.php/?n=3071789
0.7809889563347763	/dummy.php/?n=4619076
0.8061162426268614	/dummy.php/?n=2275789
0.8431339848992498	/dummy.php/?n=5566946
0.8736833241486452	/dummy.php/?n=2634125
0.9102964844869305	/dummy.php/?n=1148931
0.9440201178149219	/dummy.php/?n=3550718
0.9930619522611728	/dummy.php/?n=498890
1.0243202819414934	/dummy.php/?n=913788
1.0303139704573938	/dummy.php/?n=4931111
1.070194477041134	/dummy.php/?n=76560
1.1044905999923886	/dummy.php/?n=650306
1.1242702802447215	/dummy.php/?n=6662091
1.181319619929326	/dummy.php/?n=1043341
1.195012621695608	/dummy.php/?n=537024
1.2536511405751147	/dummy.php/?n=1129612
1.2797446597785582	/dummy.php/?n=2522334
1.3083777050698628	/dummy.php/?n=2101604
1.317354281289115	/dummy.php/?n=2247344
1.3307962415550767	/dummy.php/?n=1449308
1.3845605673356944	/dummy.php/?n=1945173
1.3992360569046463	/dummy.php/?n=8191664
1.4297708906799105	/dummy.php/?n=7016108
1.4648662543578106	/dummy.php/?n=479411
1.49884683647237	/dummy.php/?n=2240833
1.5066977379424993	/dummy.php/?n=3056348
1.5426904287040768	/dummy.php/?n=547677
1.5705639500097308	/dummy.php/?n=1667201
1.590583877801978	/dummy.php/?n=12747097
1.611495385227117	/dummy.php/?n=471791
1.6296199572846115	/dummy.php/?n=2089727
1.67787137018053	/dummy.php/?n=2943562
1.7098652717968958	/dummy.php/?n=2319427
1.7217076317859286	/dummy.php/?n=1772896
1.7412622962550601	/dummy.php/?n=10418266
1.7542779261297081	/dummy.php/?n=920965
1.7823142003950356	/dummy.php/?n=621301
1.79533789146196	/dummy.php/?n=523326
1.81415859603426	/dummy.php/?n=1402811
1.8244202239377107	/dummy.php/?n=1770133
1.8696386076014369	/dummy.php/?n=640608
1.9490730364092648	/dummy.php/?n=4282324
1.9725580849780142	/dummy.php/?n=464227
1.9894959473060558	/dummy.php/?n=1635960
2.006836242572214	/dummy.php/?n=4045419
2.0482204191819404	/dummy.php/?n=468142
2.057166253339231	/dummy.php/?n=353401
2.11126571331616	/dummy.php/?n=1655851
2.136212714273712	/dummy.php/?n=2583079
2.156659311458971	/dummy.php/?n=13546259
2.1748748333464643	/dummy.php/?n=4764637
2.182538048664292	/dummy.php/?n=3399537
2.232018408949001	/dummy.php/?n=506791
2.251486809320754	/dummy.php/?n=209238
2.2652914339863295	/dummy.php/?n=85593
2.2873037642717384	/dummy.php/?n=500528
2.2979808670433783	/dummy.php/?n=2962925
2.334762014120218	/dummy.php/?n=2650411
2.3823013869321037	/dummy.php/?n=6914412
2.4046532059844807	/dummy.php/?n=6179832
2.425008939543471	/dummy.php/?n=6525535
2.470576431452022	/dummy.php/?n=9559555
2.490847581372732	/dummy.php/?n=8053866
2.5122994531268903	/dummy.php/?n=220249
2.52870653284605	/dummy.php/?n=12559343
2.5653784467797798	/dummy.php/?n=1266064
2.581863862321117	/dummy.php/?n=1010157
2.602132395748834	/dummy.php/?n=3138503
2.609328836613533	/dummy.php/?n=159857
2.6385734809667016	/dummy.php/?n=307073
2.6584548692341667	/dummy.php/?n=2822253
2.669164958616578	/dummy.php/?n=297564
2.703904743003581	/dummy.php/?n=789567
2.7523603593003703	/dummy.php/?n=5775595
2.777097670717993	/dummy.php/?n=6348421
2.7945194835749887	/dummy.php/?n=305555
2.8264914428349988	/dummy.php/?n=315942
2.8459881875390214	/dummy.php/?n=894335
2.8566658836646646	/dummy.php/?n=1805887
2.898235263591824	/dummy.php/?n=2966575
2.919475075999941	/dummy.php/?n=2810888
2.939993705062418	/dummy.php/?n=440104
2.956086089852328	/dummy.php/?n=1233492
2.968058799945503	/dummy.php/?n=6042757
2.9766694669474862	/dummy.php/?n=2455166
2.999476786826337	/dummy.php/?n=1068054
3.00287378597169	/dummy.php/?n=864324
3.0133768155936465	/dummy.php/?n=3304851
3.055672156220911	/dummy.php/?n=3710485
3.0733223262488214	/dummy.php/?n=9819515
3.0852044867879336	/dummy.php/?n=16249247
3.1036034111399897	/dummy.php/?n=710459
3.1361932862117765	/dummy.php/?n=3078348
3.1698445088613427	/dummy.php/?n=3756951
3.177723537681845	/dummy.php/?n=3248397
3.2043185097651157	/dummy.php/?n=1559640
3.2230253503843973	/dummy.php/?n=1684895
3.2736166128717743	/dummy.php/?n=571997
3.310794491754681	/dummy.php/?n=172211
3.3391524229546294	/dummy.php/?n=8994689
3.3426418786569023	/dummy.php/?n=6945962
3.370710097822851	/dummy.php/?n=4414344
3.3830342239907534	/dummy.php/?n=2831745
3.41053607091849	/dummy.php/?n=952450
3.413835337844186	/dummy.php/?n=1586967
3.447872722337504	/dummy.php/?n=6886910
3.4744346201026937	/dummy.php/?n=934332
3.4880153258953466	/dummy.php/?n=626501
3.540910905402822	/dummy.php/?n=2169560
3.558552382323708	/dummy.php/?n=6454491
3.5959100069567063	/dummy.php/?n=93525
3.6095603995851753	/dummy.php/?n=599290
3.631239229857269	/dummy.php/?n=9734710
3.6507909900588067	/dummy.php/?n=15158981
3.6796197894933425	/dummy.php/?n=8387895
3.6924923769184326	/dummy.php/?n=3069314
3.7190883590047896	/dummy.php/?n=64390
3.7577170470154817	/dummy.php/?n=1595984
3.8101369168710026	/dummy.php/?n=1980364
3.8287564977918294	/dummy.php/?n=466223
3.848599201511192	/dummy.php/?n=304627
3.8614213089868796	/dummy.php/?n=10437602
3.909340841030223	/dummy.php/?n=2817425
3.9234655541284655	/dummy.php/?n=729064
3.9311438019949474	/dummy.php/?n=116663
3.9648213687500315	/dummy.php/?n=5702590
4.010180319510749	/dummy.php/?n=3915560
4.025797795221452	/dummy.php/?n=3511423
4.045945823578749	/dummy.php/?n=222441
4.079394618786457	/dummy.php/?n=5331312
4.097015581337504	/dummy.php/?n=204009
4.101883667476573	/dummy.php/?n=18024884
4.107427160731735	/dummy.php/?n=5585813
4.117245716735768	/dummy.php/?n=8335222
4.143182551334405	/dummy.php/?n=5141493
4.150676054484964	/dummy.php/?n=3486866
4.155747822350559	/dummy.php/?n=2144677
4.191158300423675	/dummy.php/?n=5306359
4.222928302555029	/dummy.php/?n=9649171
4.239020365156549	/dummy.php/?n=5449012
4.245628103830902	/dummy.php/?n=14489290
4.29702079670754	/dummy.php/?n=2725463
4.297267373440199	/dummy.php/?n=7200516
4.329398965882219	/dummy.php/?n=812047
4.358355485711337	/dummy.php/?n=5814081
4.359931024845721	/dummy.php/?n=4236623
4.387976927381363	/dummy.php/?n=8490053
4.403633907696942	/dummy.php/?n=4971992
4.438230681878339	/dummy.php/?n=5928420
4.460378268931287	/dummy.php/?n=688220
4.4831894403915005	/dummy.php/?n=2907014
4.506209290796051	/dummy.php/?n=5808273
4.5232721245451115	/dummy.php/?n=3021595
4.553542875272192	/dummy.php/?n=7407801
4.555890477452888	/dummy.php/?n=11016570
4.562045392013677	/dummy.php/?n=3201564
4.590643879914179	/dummy.php/?n=62278
4.61636440258729	/dummy.php/?n=3126719
4.625683716246327	/dummy.php/?n=4133272
4.649002161425802	/dummy.php/?n=4413094
4.673827921510645	/dummy.php/?n=714487
4.691935188965061	/dummy.php/?n=4391876
4.713579760610659	/dummy.php/?n=6792217
4.738247814310342	/dummy.php/?n=1857271
4.751349388379972	/dummy.php/?n=7743052
4.76390809305288	/dummy.php/?n=2313805
4.778801490051425	/dummy.php/?n=1338438
4.781314587128941	/dummy.php/?n=58827
4.798658937814942	/dummy.php/?n=427356
4.854359480530504	/dummy.php/?n=2200585
4.872396862460613	/dummy.php/?n=3882295
4.892709632810378	/dummy.php/?n=4425498
4.908437809274272	/dummy.php/?n=2717527
4.92330755457343	/dummy.php/?n=1750229
4.935277125268333	/dummy.php/?n=3511840
4.958309529000286	/dummy.php/?n=513407
4.980922656297265	/dummy.php/?n=4450218
4.992984196286399	/dummy.php/?n=462820
5.0069058607040615	/dummy.php/?n=4921099
5.029574235678065	/dummy.php/?n=6546745
5.046019094698971	/dummy.php/?n=12390
5.058523224340939	/dummy.php/?n=548665
5.078958575764928	/dummy.php/?n=179300
5.107286893506328	/dummy.php/?n=6667182
5.141966801092103	/dummy.php/?n=12426450
5.177551753350695	/dummy.php/?n=5007117
5.1875521853250826	/dummy.php/?n=10764544
5.200893775696797	/dummy.php/?n=607561
5.216055564093359	/dummy.php/?n=6339353
5.237558501159889	/dummy.php/?n=4196194
5.257237821213204	/dummy.php/?n=1916971
5.277036180905522	/dummy.php/?n=1754737
5.310069527648719	/dummy.php/?n=2155495
5.340793487208657	/dummy.php/?n=49865
5.3593027150396875	/dummy.php/?n=3688438
5.371748445055935	/dummy.php/?n=4343845
5.3753263465379275	/dummy.php/?n=13706115
5.396191704976569	/dummy.php/?n=5288031
5.4021006606123905	/dummy.php/?n=2684254
5.409693293883789	/dummy.php/?n=4477696
5.434522643685505	/dummy.php/?n=1819496
5.451754743038129	/dummy.php/?n=1151005
5.51533285998991	/dummy.php/?n=1167466
5.522338643569064	/dummy.php/?n=4721793
5.5473281345323935	/dummy.php/?n=670612
5.578591129097049	/dummy.php/?n=8610777
5.609252756382391	/dummy.php/?n=916707
5.619272797029781	/dummy.php/?n=2379151
5.663711355435092	/dummy.php/?n=11330109
5.679287245123267	/dummy.php/?n=6529193
5.692330800252528	/dummy.php/?n=363170
5.697760302576432	/dummy.php/?n=895991
5.721551636119587	/dummy.php/?n=101216
5.7319626003773205	/dummy.php/?n=6919576
5.771491252417169	/dummy.php/?n=3568554
5.790624723944583	/dummy.php/?n=533039
5.816748562634029	/dummy.php/?n=4015951
5.849488535004464	/dummy.php/?n=944061
5.871057195965376	/dummy.php/?n=980046
5.877974485508047	/dummy.php/?n=8379889
5.914933627317189	/dummy.php/?n=614639
5.932088577086473	/dummy.php/?n=5526626
5.94466510951698	/dummy.php/?n=893380
5.971358856257013	/dummy.php/?n=6530423
6.009194519297048	/dummy.php/?n=1316354
6.020681891807237	/dummy.php/?n=536510
6.055912255130196	/dummy.php/?n=4578782
6.079278799118302	/dummy.php/?n=3307972
6.10537162982821	/dummy.php/?n=241877
6.157464462146735	/dummy.php/?n=6110285
6.164733338007355	/dummy.php/?n=345012
6.174246164628268	/dummy.php/?n=1811381
6.207622123780667	/dummy.php/?n=1352369
6.242008309329279	/dummy.php/?n=1833510
6.270478784000936	/dummy.php/?n=497728
6.280605215543224	/dummy.php/?n=6443593
6.314862204595933	/dummy.php/?n=3370080
6.31702170535334	/dummy.php/?n=2965855
6.32550373555642	/dummy.php/?n=1684687
6.340809119094671	/dummy.php/?n=2675353
6.351981512637018	/dummy.php/?n=7377516
6.36136122414579	/dummy.php/?n=6956397
6.376568811634865	/dummy.php/?n=1719525
6.399912087014198	/dummy.php/?n=1831003
6.408483780196344	/dummy.php/?n=1590051
6.443692835763593	/dummy.php/?n=5288522
6.475351610723144	/dummy.php/?n=1471267
6.511975847309439	/dummy.php/?n=1068106
6.531086907104105	/dummy.php/?n=724612
6.541650545402975	/dummy.php/?n=5981823
6.5445033847795395	/dummy.php/?n=309972
6.555785404171658	/dummy.php/?n=2438354
6.585155682724117	/dummy.php/?n=7901547
6.610990668764875	/dummy.php/?n=773563
6.622025855827166	/dummy.php/?n=988361
6.622579264471234	/dummy.php/?n=2255886
6.63026316773629	/dummy.php/?n=555137
6.632564277961512	/dummy.php/?n=709841
6.663218921802415	/dummy.php/?n=9146629
6.67162418877468	/dummy.php/?n=7528123
6.679501344824826	/dummy.php/?n=932408
6.682985927521672	/dummy.php/?n=571540
6.706313239986964	/dummy.php/?n=3037136
6.7288805465614585	/dummy.php/?n=7455029
6.751779916965685	/dummy.php/?n=2653639
6.769071238072736	/dummy.php/?n=5903472
6.798514685356905	/dummy.php/?n=2435934
6.81162701370013	/dummy.php/?n=245375
6.821905731501567	/dummy.php/?n=11869332
6.839663755572092	/dummy.php/?n=886069
6.857246303471819	/dummy.php/?n=443996
6.866829411135657	/dummy.php/?n=5325029
6.893896206576749	/dummy.php/?n=3922728
6.9149559071659175	/dummy.php/?n=12462373
6.956487559771315	/dummy.php/?n=6435
6.968999695511926	/dummy.php/?n=3861643
6.9929524662606495	/dummy.php/?n=1181734
7.01865051801273	/dummy.php/?n=2806570
7.0249162175082915	/dummy.php/?n=9568774
7.033799063934173	/dummy.php/?n=19686308
7.046471911012407	/dummy.php/?n=4718415
7.06021720245856	/dummy.php/?n=2122381
